,0
7887,'上海昶元投资管理有限公司北京泓澄投资管理有限公司华福证券有限责任公司太平资产管理有限公司东海基金管理有限公司大成基金管理有限公司长江养老保险股份有限公司国泰基金管理有限公司中国人寿养老保险股份有限公司金元证券股份有限公司中意资产管理有限责任公司红塔红土基金管理有限公司
1371,'上海昶元投资管理有限公司山西证券国泰基金管理有限公司太平洋证券股份有限公司广发基金管理有限公司工银国际上海优优财富投资管理有限公司国都证券股份有限公司前海鼎智资产管理深圳有限公司
15103,'上海晓煜商务信息咨询有限公司刘洋首创证券有限责任公司
16251,'上海晨燕资产管理中心第一创业证券股份有限公司
4839,'上海普信投资融通基金汇丰普信基金交银施罗德华夏基金嘉实基金华安基金万家基金长城证券国投瑞银中航证券民森投资中证投资鼎锋资产工银瑞信申银万国长盛基金宝盈基金
6586,'上海普行资产管理有限公司光大证券股份有限公司资管方正富邦基金管理有限公司
3503,'上海景沧投资咨询有限公司红鼎资本平安证券有限责任公司德意志银行香港分行
8623,'上海景熙资产管理有限公司陈雪摩根士丹利华鑫基金管理有限公司赵伟捷金鹰基金管理有限公司张展华国元证券股份有限公司周雷东海基金管理有限责任公司万静中信资产管理有限公司
6618,'上海景约投资问有限公司张轶乾景泰利丰邹因素天弘基金管理有限公司周楷宁国寿安保基金管理有限公司祁善斌西部证券雷肖依国寿安保基金管理有限公司宋易潞长盛基金管理有限公司刘旭明中金公司
15467,'上海朗程古勇平兴业证券
8447,'上海朴信投资天风证券
10647,'上海朴石投资有限合伙毕海委信达证券股份有限公司
685,'上海朴道投资有限公司郭凯旋万联证券有限责任公司
1365,'上海朴道瑞富投资周昊民生证券宣国柱宁波友邦华富投资有限公司王宏宁波友邦华富投资有限公司吴有钦上海盟洋投资管理有限公司张桥石上海明河投资管理有限公司
10356,'上海李卓健方正富邦基金朱韵方正证券朱馨远富国郭舒洁富国基金
4254,'上海林孚资产杨景光大证券
14273,'上海枫池资产管理天风证券
12349,'上海标朴投资管理盘京投资中泰证券投资部申万宏源
12402,'上海楷泰投资管理有限公司东莞证券资管深圳市碧桂园创新投资有限公司
15799,'上海欧擎资产管理有限公司饶海军国海证券研究所
5571,'上海正享投资管理有限公司德汇投研申万宏源证券有限公司第一上海证券有限公司
1767,'上海正享投资管理有限公司招商证券资产管理有限公司
6636,'上海正享投资齐达铮上海涌峰投资管理有限公司葛山东亚前海证券韩旭鹏东吴基金管理有限公司
5910,'上海正心谷投资管理有限公司海富通基金管理有限公司上海景林资产管理有限公司中融基金管理有限公司招银理财有限责任公司武汉光谷产业投资有限公司兴证全球基金管理有限公司融通基金管理有限公司新华基金管理股份有限公司招商证券资产管理有限公司平安基金管理有限公司银河基金管理有限公司国寿安保基金管理有限公司
9595,'上海正心谷投资管理有限公司财通证券资产管理有限公司
7751,'上海正心谷投资管理有限公司长信基金管理有限责任公司汇丰晋信基金管理有限公司中海基金管理有限公司东海证券有限责任公司前海开源基金管理有限公司博远基金管理有限公司
12386,'上海正松投资管理有限公司高维资产管理上海有限公司华夏基金管理有限公司长城财富资产管理股份有限公司国盛证券上海金恩投资有限公司泰康资产管理有限责任公司汇添富基金管理股份有限公司发展研究中心国联证券股份有限公司
15464,'上海步耘投资管理财达证券
10736,'上海殷商资产杨坡招商证券黄炜华安基金陆奔嘉实基金李化松华宝
9679,'上海毅木资产博时基金天弘基金东兴证券上海君禾投资管理有限公司
5088,'上海毅木资产管理有限公司池文丽中银基金管理有限公司蔡益润广发证券股份有限公司
7000,'上海毓璜楼健西部证券
8239,'上海毕咸投资管理有限公司夏清莹东兴证券股份有限公司
5449,'上海永乐投资刘迎东方证券吕俏泰康资产管理欧阳朝国金证券
3995,'上海汇利资产管理公司北京久久联创投资管理有限公司五矿证券有限公司
10381,'上海汇利资产管理有限公司万家基金交银施罗德基金管理有限公司光大保德信基金红塔证券股份有限公司
17062,'上海汇利资产管理有限公司陈贞妮东海证券股份有限公司
13344,'上海汐泰投资管理兴业证券
12341,'上海沣杨资产管理有限公司招商证券股份有限公司
16442,'上海沣杨资产管理有限公司西藏源乘投资管理有限公司广发证券股份有限公司
4886,'上海沣谊投资管理有限公司广东溢嘉私募证券投资基金管理有限公司方正富邦基金管理有限公司工银瑞信基金管理有限公司富安达基金管理有限公司盈沣上海投资管理有限公司泰信基金管理有限公司新华基金管理有限公司光大保德信基金管理有限公司华润元大基金管理有限公司凯石基金管理有限公司财信证券有限责任公司中信保诚基金管理有限公司
2208,'上海泉汐投资管理有限公司旻创投资管理上海有限公司天治基金管理有限公司海富通基金管理有限公司长城证券股份有限公司
1995,'上海泰唯信投资管理有限公司路晓风浙商保险金勇彬浙商控股邹闵捷中信证券
3054,'上海泰旸资产管理有限公司千合资本鼎锋资产景顺长城国联安天治基金华融证券嘉合基金大通证券股份有限公司
7598,'上海泰旸资产管理有限公司长城证券股份有限公司
11584,'上海泽履资产管理中心白冰洋研究员中银国际证券有限责任公司高建波执行董事榕树投资管理有限公司许超高级分析师宏源证券股份有限公司秦聪分析师助理宏源证券股份有限公司
465,'上海浦泓投资管理有限公司中邮理财幻方量化南京证券股份有限公司前海开源基金管理有限公司华泰资产管理有限公司横琴新橙资产管理有限公司深圳丰岭资本管理有限公司一鸣投资物产同合杭州投资管理有限公司上海烜鼎资产管理有限公司国泰君安证券股份有限公司
8996,'上海海通证券
142,'上海海通证券资产管理
13377,'上海海通证券资产管理有限公司
3076,'上海海通证券资产管理有限公司北京泓澄投资管理有限公司
3546,'上海海通证券资产管理有限公司博道基金管理有限公司
17011,'上海海通证券资产管理有限公司德邦基金华商基金管理有限公司中国民生信托有限公司鹤禧投资上海途灵资产管理有限公司西安瀑布资产管理有限公司
16268,'上海海通证券资产管理有限公司湘财基金前海人寿敦
11747,'上海海通证券资产管理有限公司胡威潼骁投资王喆广发基金管理有限公司朱平上投摩根基金管理有限公司
2751,'上海海镒私募基金管理有限公司方正证券股份有限公司海通证券股份有限公司永赢基金管理有限公司易方达基金管理有限公司信达证券股份有限公司天弘基金管理有限公司圆信永丰基金管理有限公司泰信基金管理有限公司睿远基金管理有限公司天风证券股份有限公司长盛基金管理有限公司浦银安盛基金管理有限公司上海域秀投资管理中心
6791,'上海海魄信息科技股份有限公司上海毕咸投资有限公司东吴证券股份有限公司
5744,'上海润磁投资詹银涛津圆资产郑茂申万宏源证券余
7176,'上海淳德投资管理中心崔龙乾民生证券研究院
15914,'上海混沌投资集团有限公司刘航中银国际证券股份有限公司邹静圆同方证券有限公司
981,'上海混沌投资集团有限公司平安养老保险股份有限公司中邮创业基金管理股份有限公司鹏华基金管理有限公司中国人寿资产管理有限公司财达证券股份有限公司
2390,'上海混沌投资集团有限公司浙商基金管理有限公司创金合信基金管理有限公司中证信资本管理深圳有限公司华泰证券股份有限公司青岛澄怀投资管理有限公司
2185,'上海混沌投资集团有限公司渤海汇金证券资产管理有限公司广东温氏投资有限公司湖南源乘投资管理有限公司白犀资产管理有限公司
15916,'上海混沌道然资产管理有限公司马中恕盈科资本洪汇光大证券权益投资交易部
9528,'上海湘楚资产管理有限公司刘骏阳大家资产管理有限责任公司张萌上海壹德资产管理有限公司袁方淡马锡上海股权投资基金管理有限公司马凡雅上海甬兴证券资产管理有限公司
15898,'上海潼骁投资信达证券资产自营部银河基金管理有限公司
3193,'上海潼骁投资发展中心德邦证券股份有限公司
6727,'上海灵山路证券营业部
15402,'上海爱建信托有限责任公司国金证券股份有限公司
10682,'上海爱建证券
9522,'上海玖歌投资上海天猊投资中信建投证券上海肇万资管上海证券申万宏源
5171,'上海环懿投资申万宏源证券
883,'上海环懿私募基金管理有限公司周平华中信建投证券程似骐深圳市凯丰投资管理有限公司张琨武汉光谷产业投资有限公司
5260,'上海环翰投资胡艳宇天安人寿曹勇华创证券权益投资部
9040,'上海理成资产管理有限公司余承东北证券股份有限公司陶亦然中国银河证券程洲国泰基金管理有限公司赵虎誉华资产管理上海有限公司朱璘兴业全球基金管理有限公司张健华创证券苏凯上海鑫富越资产管理有限公司
8994,'上海理成资产管理有限公司华泰证券中欧基金管理有限公司中国人寿资产管理有限公司
